path,total_conversions,total_conversion_value
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,112
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,174
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,70
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,136
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,76
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo,1,153
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,43
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,152
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Social Orgánico > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo > Social Orgánico > Directo > Directo > Directo > Orgánico No Home > Directo > Directo > Directo,1,50
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,39
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,162
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo > Email Newsletter > Directo,1,56
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Email Newsletter > Email Newsletter > Directo > Email Newsletter > Email Newsletter > Directo > Directo > Directo,1,88
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Email Newsletter > Email Newsletter > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,45
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > SEM Marca > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,57
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,254
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo,1,60
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Email Newsletter > Directo,1,122
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo,1,69
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Email Newsletter > Orgánico Home > Directo > Directo > SEM Marca > Directo > Email Newsletter > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo,1,122
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Email Newsletter > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo,1,57
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo,1,63
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter,1,28
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Email Newsletter > Recuperación del Carrito,1,176
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,98
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,44
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Email Newsletter > Directo > Directo,1,56
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Email Newsletter > Directo > Email Newsletter > Email Newsletter > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Email Newsletter,1,68
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo,1,13
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Email Newsletter > Directo > Directo > Directo > Email Newsletter > Directo,1,52
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo,1,78
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Email Newsletter > Directo > Email Newsletter > Email Newsletter > Directo > Email Newsletter > Directo > Directo > Directo > Email Newsletter > Orgánico Home > Directo,1,31
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Email Newsletter > Directo > Directo > Directo > Email Newsletter,1,32
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo > Directo > Directo,1,45
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Orgánico No Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,64
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Referencia > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,41
Directo > Email Newsletter > Directo > Directo > Directo > Directo > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo,1,105
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo,1,89
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Directo,1,34
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > SEM Marca > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Orgánico Home > Directo > Directo > Directo > Email Newsletter > Directo,1,60
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Directo > Directo,1,77
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Email Newsletter > Directo > Directo > Email Newsletter > Email Newsletter > Email Newsletter > Email Newsletter > Directo,1,19
Directo > Email Newsletter > Directo > Directo > Directo > Directo > Email Newsletter > Email Newsletter > Email Newsletter > Directo > Directo > Email Newsletter,1,12
Directo > Email Newsletter > Directo > Directo > Directo > Recuperación del Carrito > Directo > Directo > Directo > Directo > Directo,1,89
